,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_AMERICAN_ROUGH_RIDER,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_MAN_AT_ARMS,UNIT_LINE_INFANTRY,UNIT_TREBUCHET,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_MAYAN_HULCHE,UNIT_LAHORE_NIHANG,UNIT_COMANDANTE_GENERAL,UNIT_COLOMBIAN_LLANERO,UNIT_BYZANTINE_DROMON,UNIT_BYZANTINE_TAGMA,UNIT_GAUL_GAESATAE,UNIT_VIETNAMESE_VOI_CHIEN,UNIT_ETHIOPIAN_OROMO_CAVALRY,UNIT_VAMPIRE,UNIT_CULTIST,UNIT_BABYLONIAN_SABUM_KIBITTUM,UNIT_PORTUGUESE_NAU,UNIT_TAOIST
UNIT_PIKE_AND_SHOT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.65, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 9.48, 10.00, 15.38, 11.11, 12.50, 7.27, 7.27, 3.33, 10.85, 10.98, 100.00, 8.65, 3.03, 6.50, 3.57, 2.56, 2.56, 3.08, 100.00, 5.88, 2.50, 1.16, 2.24, 2.14, 4.79, 2.14, 1.59, 1.59, 100.00, 2.20, 0.67, 0.54, 1.00, 0.87, 0.61, 0.83, 0.78, 0.43, 0.86, 0.86, 0.20, 0.21, 100.00, 0.31, 0.72, 0.31, 100.00, 0.09, 0.10, 0.26, 0.15, 0.22, 0.15, 0.15, 0.14, 0.14, 0.02, 0.03, 0.04, 82.58, 0.09, 0.14, 0.08, 0.13, 0.05, 0.06, 0.10, 82.58, 0.02, 0.03, 0.06, 0.08, 0.09, 1.38, 0.30, 1.66, 5.79, 0.61, 1.17, 0.86, 2.78, 2.56, 6.50, 1.47, 0.10, 2.20, 0.54, 0.20, 0.43, 1.89, 1.16, 2.56, 14.28, 0.12, 100.00, 1.00, 100.00, 3.20, 3.03, 0.72, 0.01, 100.00, 0.46, 2.35, 0.78, 2.86, 1.70, 2.56, 0.83, 4.73, 0.46, 0.48, 3.13, 5.79, 100.00, 0.86, 2.94, 2.14, 6.17, 1.28, 2.56, 11.66, 100.00, 11.23, 1.00, 100.00
UNIT_SUPPLY_CONVOY, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 1.00
UNIT_SKIRMISHER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.54, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.45, 4.90, 5.72, 4.90, 4.70, 4.90, 1.63, 1.63, 2.64, 3.20, 2.54, 100.00, 2.54, 1.39, 1.39, 2.16, 1.20, 1.20, 2.32, 100.00, 1.12, 1.22, 0.54, 0.75, 0.47, 1.02, 0.47, 0.82, 0.82, 100.00, 0.68, 0.31, 0.24, 0.22, 0.48, 0.13, 0.20, 0.17, 0.17, 0.19, 0.19, 0.14, 0.14, 100.00, 0.10, 0.18, 0.11, 100.00, 0.05, 0.09, 0.11, 0.05, 0.05, 0.05, 0.05, 0.09, 0.07, 0.03, 0.03, 0.04, 130.61, 0.08, 0.07, 0.05, 0.07, 0.03, 0.06, 0.07, 130.61, 0.02, 0.03, 0.03, 0.06, 0.05, 0.64, 0.17, 1.07, 2.54, 0.13, 0.73, 0.19, 2.04, 1.20, 1.39, 1.39, 0.09, 0.68, 0.20, 0.09, 0.09, 0.68, 0.54, 0.54, 5.52, 0.08, 100.00, 0.31, 100.00, 1.00, 0.64, 0.18, 0.02, 100.00, 0.14, 0.49, 0.18, 0.82, 0.36, 1.20, 0.20, 1.11, 0.20, 0.18, 2.36, 2.54, 100.00, 0.19, 1.13, 0.47, 2.80, 0.68, 0.54, 4.90, 100.00, 6.18, 0.22, 100.00
UNIT_COURSER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.08, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 7.55, 6.66, 7.55, 6.25, 7.55, 3.51, 3.51, 4.54, 3.46, 4.08, 100.00, 2.76, 2.20, 2.20, 3.46, 1.86, 1.86, 2.96, 100.00, 3.46, 2.06, 0.88, 1.61, 0.74, 1.59, 0.74, 1.40, 1.40, 100.00, 0.72, 0.48, 0.39, 0.48, 0.61, 0.43, 0.64, 0.60, 0.30, 0.28, 0.28, 0.15, 0.15, 100.00, 0.15, 0.24, 0.14, 100.00, 0.06, 0.08, 0.15, 0.09, 0.13, 0.09, 0.09, 0.06, 0.07, 0.02, 0.02, 0.03, 82.58, 0.07, 0.08, 0.05, 0.06, 0.04, 0.05, 0.07, 82.58, 0.01, 0.03, 0.05, 0.04, 0.04, 1.00, 0.22, 1.31, 4.08, 0.43, 0.90, 0.28, 3.58, 1.86, 2.20, 2.20, 0.07, 0.72, 0.38, 0.10, 0.30, 1.04, 0.88, 0.88, 9.21, 0.07, 100.00, 0.33, 100.00, 1.55, 1.00, 0.24, 0.01, 100.00, 0.15, 0.79, 0.26, 1.40, 0.59, 1.86, 0.64, 2.30, 0.32, 0.16, 4.16, 4.08, 100.00, 0.28, 4.00, 0.74, 5.15, 1.04, 0.88, 7.55, 100.00, 4.87, 0.48, 100.00
UNIT_CUIRASSIER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 20.00, 14.29, 20.00, 12.50, 20.00, 12.50, 12.50, 9.09, 11.40, 14.28, 100.00, 10.23, 9.01, 9.01, 8.33, 7.55, 7.55, 8.33, 100.00, 8.33, 5.88, 3.51, 6.09, 3.05, 6.42, 3.05, 5.00, 5.00, 100.00, 3.03, 2.05, 1.59, 2.05, 2.52, 1.80, 2.66, 2.41, 1.21, 1.14, 1.14, 0.63, 0.63, 100.00, 0.63, 1.00, 0.61, 100.00, 0.20, 0.28, 0.63, 0.38, 0.55, 0.38, 0.38, 0.19, 0.19, 0.04, 0.05, 0.08, 82.58, 0.22, 0.28, 0.13, 0.18, 0.13, 0.13, 0.23, 82.58, 0.02, 0.05, 0.13, 0.10, 0.10, 4.08, 0.93, 5.47, 14.28, 1.80, 3.67, 1.14, 7.69, 7.55, 9.01, 9.01, 0.22, 3.03, 1.57, 0.42, 1.21, 4.23, 3.51, 3.51, 22.22, 0.29, 100.00, 1.38, 100.00, 5.55, 4.08, 1.00, 0.02, 100.00, 0.63, 3.17, 1.07, 5.00, 2.30, 7.55, 2.66, 9.34, 1.35, 0.67, 9.09, 14.28, 100.00, 1.14, 8.33, 3.05, 15.38, 4.23, 3.51, 20.00, 100.00, 14.17, 2.05, 100.00
UNIT_GIANT_DEATH_ROBOT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 102.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 102.00, 102.00, 51.00, 102.00, 51.00, 102.00, 102.00, 102.00, 51.00, 102.00, 102.00, 100.00, 102.00, 102.00, 100.00, 50.00, 102.00, 102.00, 51.00, 100.00, 51.00, 51.00, 102.00, 102.00, 100.00, 102.00, 100.00, 51.00, 51.00, 100.00, 102.00, 102.00, 102.00, 100.00, 51.00, 50.00, 50.00, 50.00, 51.00, 100.00, 100.00, 52.00, 52.00, 100.00, 50.00, 50.00, 34.33, 100.00, 66.66, 35.33, 51.00, 25.00, 33.33, 25.00, 25.00, 35.33, 33.33, 22.53, 24.02, 33.33, 84.23, 21.00, 33.33, 25.00, 25.00, 16.66, 25.00, 21.00, 82.58, 12.34, 21.47, 16.66, 27.00, 20.00, 102.00, 52.00, 51.00, 102.00, 50.00, 51.00, 100.00, 51.00, 102.00, 100.00, 102.00, 30.57, 102.00, 51.00, 26.00, 50.00, 50.00, 102.00, 100.00, 102.00, 26.00, 100.00, 102.00, 100.00, 51.00, 100.00, 50.00, 1.00, 100.00, 50.00, 100.00, 100.00, 51.00, 100.00, 102.00, 50.00, 100.00, 102.00, 52.00, 51.00, 102.00, 100.00, 100.00, 51.00, 100.00, 102.00, 51.00, 100.00, 102.00, 100.00, 102.00, 100.00, 100.00
UNIT_ROCK_BAND, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 1.00
UNIT_CANADA_MOUNTIE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 16.66, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 25.00, 20.00, 25.00, 16.66, 25.00, 16.66, 16.66, 12.50, 15.38, 16.66, 100.00, 13.33, 12.50, 12.50, 11.11, 11.11, 11.11, 11.11, 100.00, 11.11, 7.69, 5.46, 8.31, 4.73, 10.85, 4.73, 6.66, 6.66, 100.00, 4.79, 3.17, 2.53, 3.17, 4.00, 2.86, 4.23, 4.05, 1.94, 1.86, 1.86, 1.00, 1.00, 100.00, 1.00, 1.59, 0.98, 100.00, 0.38, 0.45, 1.02, 0.59, 0.88, 0.59, 0.59, 0.30, 0.31, 0.06, 0.08, 0.13, 82.58, 0.36, 0.45, 0.21, 0.28, 0.20, 0.21, 0.38, 82.58, 0.04, 0.07, 0.24, 0.14, 0.14, 6.42, 1.44, 7.14, 16.66, 2.86, 6.08, 1.86, 10.00, 11.11, 12.50, 12.50, 0.36, 4.79, 2.58, 0.65, 1.94, 5.88, 5.46, 5.46, 28.57, 0.45, 100.00, 2.14, 100.00, 7.14, 6.42, 1.59, 0.02, 100.00, 1.00, 5.23, 1.69, 6.66, 3.88, 11.11, 4.23, 12.50, 2.20, 1.08, 11.11, 16.66, 100.00, 1.86, 11.11, 4.73, 20.00, 5.88, 5.46, 25.00, 100.00, 18.18, 3.17, 100.00
UNIT_HUNGARY_BLACK_ARMY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.23, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 9.34, 7.69, 9.34, 6.66, 9.34, 4.50, 4.50, 5.00, 4.45, 5.23, 100.00, 3.46, 2.78, 2.78, 4.23, 2.30, 2.30, 3.67, 100.00, 4.23, 2.66, 1.07, 2.04, 0.93, 2.05, 0.93, 1.80, 1.80, 100.00, 0.92, 0.63, 0.48, 0.63, 0.76, 0.55, 0.82, 0.77, 0.38, 0.36, 0.36, 0.19, 0.19, 100.00, 0.19, 0.31, 0.20, 100.00, 0.07, 0.09, 0.20, 0.11, 0.17, 0.11, 0.11, 0.07, 0.07, 0.02, 0.03, 0.04, 82.58, 0.07, 0.09, 0.06, 0.07, 0.04, 0.06, 0.07, 82.58, 0.01, 0.03, 0.06, 0.05, 0.05, 1.26, 0.28, 1.73, 5.23, 0.55, 1.16, 0.36, 4.35, 2.30, 2.78, 2.78, 0.09, 0.92, 0.48, 0.13, 0.38, 1.37, 1.07, 1.07, 10.77, 0.08, 100.00, 0.42, 100.00, 2.03, 1.26, 0.31, 0.01, 100.00, 0.19, 1.00, 0.32, 1.80, 0.74, 2.30, 0.82, 3.05, 0.43, 0.21, 4.76, 5.23, 100.00, 0.36, 4.54, 0.93, 6.50, 1.37, 1.07, 9.34, 100.00, 5.93, 0.63, 100.00
UNIT_HUNGARY_HUSZAR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.66, 12.50, 16.66, 11.11, 16.66, 12.50, 12.50, 8.33, 11.23, 12.50, 100.00, 9.48, 8.65, 8.65, 7.69, 7.27, 7.27, 8.33, 100.00, 7.69, 5.88, 3.17, 5.79, 2.78, 6.20, 2.78, 5.00, 5.00, 100.00, 2.76, 1.86, 1.44, 1.86, 2.35, 1.65, 2.47, 2.32, 1.11, 1.07, 1.07, 0.59, 0.59, 100.00, 0.59, 0.93, 0.57, 100.00, 0.21, 0.26, 0.59, 0.35, 0.51, 0.35, 0.35, 0.17, 0.18, 0.04, 0.05, 0.08, 82.58, 0.21, 0.26, 0.11, 0.16, 0.11, 0.11, 0.21, 82.58, 0.03, 0.05, 0.14, 0.09, 0.09, 3.88, 0.88, 5.00, 12.50, 1.65, 3.53, 1.07, 7.69, 7.27, 8.65, 8.65, 0.21, 2.76, 1.45, 0.39, 1.11, 4.09, 3.17, 3.17, 18.18, 0.26, 100.00, 1.28, 100.00, 5.55, 3.88, 0.93, 0.01, 100.00, 0.59, 3.05, 1.00, 5.00, 2.20, 7.27, 2.47, 9.01, 1.26, 0.63, 7.69, 12.50, 100.00, 1.07, 7.69, 2.78, 14.28, 4.09, 3.17, 16.66, 100.00, 12.92, 1.86, 100.00
UNIT_INCA_WARAKAQ, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.86, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.64, 5.52, 5.88, 5.52, 5.72, 5.52, 1.77, 1.77, 3.20, 3.61, 2.86, 100.00, 2.86, 1.55, 1.55, 2.64, 1.32, 1.32, 2.84, 100.00, 1.36, 1.50, 0.61, 0.88, 0.51, 1.13, 0.51, 1.00, 1.00, 100.00, 0.78, 0.35, 0.28, 0.25, 0.61, 0.16, 0.23, 0.20, 0.20, 0.22, 0.22, 0.16, 0.15, 100.00, 0.11, 0.20, 0.14, 100.00, 0.07, 0.10, 0.14, 0.05, 0.06, 0.06, 0.06, 0.10, 0.08, 0.03, 0.04, 0.05, 130.61, 0.09, 0.07, 0.05, 0.08, 0.03, 0.07, 0.08, 130.61, 0.02, 0.04, 0.04, 0.07, 0.06, 0.71, 0.19, 1.29, 2.86, 0.16, 0.88, 0.22, 2.47, 1.32, 1.55, 1.55, 0.10, 0.78, 0.25, 0.11, 0.10, 0.82, 0.61, 0.61, 6.21, 0.09, 100.00, 0.35, 100.00, 1.22, 0.71, 0.20, 0.02, 100.00, 0.15, 0.55, 0.20, 1.00, 0.40, 1.32, 0.23, 1.22, 0.23, 0.20, 2.86, 2.86, 100.00, 0.22, 1.36, 0.51, 3.20, 0.82, 0.61, 5.52, 100.00, 6.90, 0.25, 100.00
UNIT_MALI_MANDEKALU_CAVALRY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.27, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 16.66, 12.50, 8.33, 12.50, 7.69, 12.50, 6.20, 6.20, 5.88, 6.06, 7.27, 100.00, 4.79, 3.88, 3.88, 5.55, 3.17, 3.17, 5.00, 100.00, 5.55, 3.61, 1.44, 2.77, 1.26, 2.78, 1.26, 2.47, 2.47, 100.00, 1.28, 0.88, 0.69, 0.88, 1.05, 0.76, 1.11, 1.04, 0.51, 0.48, 0.48, 0.27, 0.26, 100.00, 0.26, 0.43, 0.26, 100.00, 0.09, 0.11, 0.27, 0.16, 0.23, 0.16, 0.16, 0.09, 0.09, 0.03, 0.03, 0.04, 82.58, 0.09, 0.11, 0.07, 0.08, 0.05, 0.07, 0.09, 82.58, 0.02, 0.03, 0.07, 0.06, 0.06, 1.69, 0.39, 2.35, 7.27, 0.76, 1.56, 0.48, 5.26, 3.17, 3.88, 3.88, 0.10, 1.28, 0.67, 0.18, 0.51, 1.85, 1.44, 1.44, 13.33, 0.11, 100.00, 0.59, 100.00, 2.75, 1.69, 0.43, 0.01, 100.00, 0.26, 1.35, 0.45, 2.47, 1.00, 3.17, 1.11, 4.08, 0.59, 0.29, 5.55, 7.27, 100.00, 0.48, 5.26, 1.26, 8.71, 1.85, 1.44, 12.50, 100.00, 7.76, 0.88, 100.00
UNIT_MAORI_TOA, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.20, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 9.01, 4.08, 5.00, 4.08, 4.09, 4.08, 1.86, 1.86, 1.42, 4.14, 2.20, 100.00, 3.24, 1.14, 1.14, 1.14, 1.00, 1.00, 1.04, 100.00, 1.85, 0.74, 0.45, 0.86, 0.39, 0.88, 0.39, 0.54, 0.54, 100.00, 0.86, 0.26, 0.21, 0.26, 0.27, 0.19, 0.27, 0.25, 0.13, 0.15, 0.15, 0.09, 0.09, 100.00, 0.09, 0.13, 0.08, 100.00, 0.03, 0.06, 0.07, 0.05, 0.07, 0.05, 0.05, 0.07, 0.05, 0.01, 0.02, 0.02, 82.58, 0.04, 0.06, 0.04, 0.05, 0.03, 0.04, 0.04, 82.58, 0.01, 0.02, 0.03, 0.05, 0.03, 0.54, 0.11, 0.54, 2.20, 0.19, 0.38, 0.15, 1.16, 1.00, 1.14, 0.70, 0.05, 0.86, 0.17, 0.05, 0.13, 0.43, 0.45, 0.45, 5.02, 0.04, 100.00, 0.39, 100.00, 0.84, 0.54, 0.13, 0.01, 100.00, 0.09, 0.43, 0.14, 0.76, 0.31, 1.00, 0.27, 1.26, 0.18, 0.19, 1.33, 2.20, 100.00, 0.15, 1.25, 0.39, 2.76, 0.43, 0.45, 4.08, 100.00, 5.23, 0.26, 100.00
UNIT_OTTOMAN_BARBARY_CORSAIR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 6.26, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 22.04, 13.27, 17.66, 11.64, 16.66, 11.64, 5.52, 5.52, 12.11, 9.22, 7.45, 100.00, 7.45, 4.21, 3.34, 10.81, 3.66, 3.66, 4.00, 100.00, 5.72, 6.95, 1.86, 2.82, 1.13, 3.21, 1.13, 5.07, 5.07, 100.00, 2.30, 1.20, 0.98, 0.78, 1.02, 0.66, 1.00, 0.88, 1.18, 0.45, 0.45, 0.50, 0.46, 100.00, 0.23, 0.38, 0.48, 100.00, 0.10, 0.15, 0.40, 0.17, 0.20, 0.17, 0.17, 0.30, 0.13, 0.05, 0.05, 0.07, 131.92, 0.15, 0.15, 0.10, 0.12, 0.09, 0.10, 0.14, 130.61, 0.03, 0.06, 0.10, 0.10, 0.09, 2.14, 0.63, 2.04, 7.45, 0.66, 1.44, 0.45, 10.00, 3.66, 3.34, 4.21, 0.15, 2.30, 1.41, 0.34, 0.45, 3.60, 1.86, 1.32, 11.87, 0.23, 100.00, 1.20, 100.00, 5.09, 1.55, 0.38, 0.02, 100.00, 0.23, 1.21, 0.40, 4.41, 0.90, 3.66, 1.00, 3.61, 0.85, 0.38, 10.00, 7.45, 100.00, 0.45, 5.00, 1.13, 8.48, 3.60, 1.32, 13.27, 100.00, 14.51, 0.78, 100.00
UNIT_PHOENICIA_BIREME, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.69, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.27, 3.17, 6.08, 3.17, 4.44, 3.17, 1.44, 1.44, 2.75, 2.20, 1.69, 100.00, 1.69, 0.93, 0.93, 2.00, 0.79, 0.79, 0.88, 100.00, 1.46, 1.26, 0.36, 0.67, 0.31, 0.69, 0.31, 0.82, 0.82, 100.00, 0.45, 0.21, 0.16, 0.21, 0.18, 0.18, 0.28, 0.25, 0.18, 0.11, 0.11, 0.07, 0.08, 100.00, 0.08, 0.11, 0.08, 100.00, 0.03, 0.05, 0.06, 0.04, 0.06, 0.04, 0.04, 0.05, 0.04, 0.01, 0.01, 0.02, 82.58, 0.04, 0.05, 0.03, 0.04, 0.02, 0.03, 0.04, 82.58, 0.01, 0.02, 0.03, 0.03, 0.02, 0.43, 0.09, 0.40, 1.69, 0.18, 0.28, 0.11, 2.18, 0.79, 0.93, 0.93, 0.05, 0.45, 0.23, 0.05, 0.13, 0.61, 0.36, 0.36, 3.87, 0.04, 100.00, 0.21, 100.00, 0.90, 0.43, 0.11, 0.01, 100.00, 0.08, 0.32, 0.11, 0.82, 0.24, 0.79, 0.28, 1.00, 0.14, 0.11, 2.54, 1.69, 100.00, 0.11, 1.69, 0.31, 2.14, 0.61, 0.36, 3.17, 100.00, 4.08, 0.21, 100.00
